ProjectID,Entity Type,ID,Name,Description,Start Date,Planned Start Date,End Date,Planned End Date,Time Spent,Time Remain,Create Date,Modify Date,Last Comment Date,Last State Change Date,Effort,Effort Completed,Effort To Do,Role Efforts,Progress,Project,Release,Sprint,Team Sprint,Assigned Teams,Team State,Last Commented User,Tags,Numeric Priority,Last Editor,Owner,Linked Test Plan,Units,Priority,Entity State,Assignments,Source Type,Is Replied,Is Private,Votes Count,Request Type
17433,Request,19066,Centralised Database of Generated Licenses,"Any license file we generate for clients needs to be stored safely.
This is so we can track licenses more carefully as well as be aware of when licesnes will expire for example
","","","","",0.0000,0.0000,2018-01-08 19:07:46,2018-03-25 00:03:58,2018-01-20 17:13:58,2018-01-22 14:42:13,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn KGMS,"","","",Developers,Accepted,Haikal Pribadi,"",13690,Haikal Pribadi,Haikal Pribadi,"",h,High,Accepted,(Developer) Marco Scoppetta,None,True,False,1,Feature
13776,Request,19240,Workbase: Basic schema designer,"Environment to design the schema for the knowledge base, which includes definining and undefining Entities, Relationships, and Attributes, through the UI.
",2018-08-08 18:41:29,"","","",0.0000,0.0000,2018-01-23 16:43:55,2018-08-14 00:56:14,"",2018-08-14 00:56:14,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Workbase,"","","",Developers,Accepted,"","",13804,Haikal Pribadi,Haikal Pribadi,"",h,High,Accepted,(Developer) Syed Irtaza Raza,None,False,False,1,Feature
13776,Request,19241,Schema: Rule Schema Designer,"Environment to design rules to be added and removed from the schema through the UI.
","","","","",0.0000,0.0000,2018-01-23 16:53:51,2018-01-23 18:06:25,"",2018-01-23 18:06:25,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Workbase,"","","",Developers,Accepted,"","",13805,Haikal Pribadi,Haikal Pribadi,"",h,High,Accepted,"",None,False,False,1,Feature
13776,Request,19243,Schema: Type information box/window,"A window for visualising textual information of schema types.
The idea that we can display a TYPE in a small page inside a window on the right side page, where the:
1. ENTITY PAGE contains the list of:
- plays roles (which can be clicked and take you to the RELATION PAGE)
- has attributes (which can be clicked and take you to the ATTRIBUTE PAGE)
2. RELATION PAGE contains a list of:
- role players (which can be clicked and take you to the ENTITY PAGE)
- attributes (which can be clicked and take you to the ATTRIBUTES PAGE)
3. ATTRIBUTE PAGE contains a list of:
- entity owners (which can be clicked and take you to the ENTITY PAGE)
- relation owners (which can be clicked and take you to the RELATION PAGE)
","","","","",0.0000,0.0000,2018-01-23 16:56:45,2018-01-23 18:06:25,"",2018-01-23 18:06:25,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Workbase,"","","",Developers,Accepted,"","",13807,Haikal Pribadi,Haikal Pribadi,"",h,High,Accepted,"",None,False,False,1,Feature
13776,Request,19246,Query: query input form,"","","","","",0.0000,0.0000,2018-01-23 17:02:59,2018-01-23 18:06:25,"",2018-01-23 18:06:25,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Workbase,"","","",Developers,Accepted,"","",13809,Haikal Pribadi,Haikal Pribadi,"",h,High,Accepted,"",None,False,False,1,Feature
13776,Request,19247,Query: interactive query builder,"","","","","",0.0000,0.0000,2018-01-23 17:03:09,2018-01-23 18:06:25,"",2018-01-23 18:06:25,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Workbase,"","","",Developers,Accepted,"","",13810,Haikal Pribadi,Haikal Pribadi,"",h,High,Accepted,"",None,False,False,1,Feature
13776,Request,19248,Schema: graph visualisation framework for types,"","","","","",0.0000,0.0000,2018-01-23 17:04:27,2018-01-23 18:06:25,"",2018-01-23 18:06:25,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Workbase,"","","",Developers,Accepted,"","",13811,Haikal Pribadi,Haikal Pribadi,"",h,High,Accepted,"",None,False,False,1,Feature
13776,Request,19249,Query: graph visualisation framework for data,"","","","","",0.0000,0.0000,2018-01-23 17:07:04,2018-01-23 18:06:25,"",2018-01-23 18:06:25,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Workbase,"","","",Developers,Accepted,"","",13812,Haikal Pribadi,Haikal Pribadi,"",h,High,Accepted,"",None,False,False,1,Feature
13776,Request,19253,Admin: enterprise license management,"","","","","",0.0000,0.0000,2018-01-23 17:15:52,2018-01-23 18:06:25,"",2018-01-23 18:06:25,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Workbase,"","","",Developers,Accepted,"","",13816,Haikal Pribadi,Haikal Pribadi,"",h,High,Accepted,"",None,False,False,1,Feature
13776,Request,19254,Admin: Workbase server connection,"","","","","",0.0000,0.0000,2018-01-23 17:26:14,2018-01-23 18:06:25,"",2018-01-23 18:06:25,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Workbase,"","","",Developers,Accepted,"","",13817,Haikal Pribadi,Haikal Pribadi,"",h,High,Accepted,"",None,False,False,1,Feature
13776,Request,19255,Admin: Cluster configuration summary,"","","","","",0.0000,0.0000,2018-01-23 17:26:24,2018-01-23 18:06:25,"",2018-01-23 18:06:25,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Workbase,"","","",Developers,Accepted,"","",13818,Haikal Pribadi,Haikal Pribadi,"",h,High,Accepted,"",None,False,False,1,Feature
15900,Request,19312,Grakn: Deprecating REST API,"This is a Question Requirement, not Issue/Feature.
I would like to hear everyone's opinion on this. Do we want to keep our REST API once we have our RPC Clients?
Let's discuss in the comments. This is already a private Requirement.
",2018-01-30 20:54:05,"","","",0.0000,0.0000,2018-01-30 20:54:05,2018-04-10 17:06:18,2018-02-07 16:18:06,2018-04-10 17:06:17,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn Core,"","","",Developers,Accepted,Ganeshwara Hananda,"",13860,Haikal Pribadi,Haikal Pribadi,"",h,High,Accepted,(Developer) Marco Scoppetta,None,True,True,1,Question
15900,Request,19842,Console: integration and optimisation,"Why:
Grakn functions are exposed through different executables - some through `grakn`, some through `graql`, and some others through the KGMS console.
How:
Merge all console interfaces into one grakn-[core|kgms]-console.jar
","","","","",0.0000,0.0000,2018-04-09 17:11:08,2018-09-05 18:14:27,2018-09-05 18:14:20,2018-04-09 17:11:08,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn Core,"","","",Developers,In Progress,Ganeshwara Hananda,"",14298,Ganeshwara Hananda,Haikal Pribadi,"",h,High,In Progress,(Developer) Ganeshwara Hananda,None,True,False,3,Feature
15900,Request,19854,Graql: key constraint,"Define cardinality restriction of an entity-attribute by declaring the constraint keyword after the attribute declaration in an entity type declaration.
For now, just implement the key cardinality constraint. But when we have multiple types of cardinality constraints, it should look like below.

define

person sub entity,
has username key,
has firstname,
has lastname min=1 max=2,
has email unique;","","","","",0.0000,0.0000,2018-04-10 18:57:46,2018-08-13 19:33:57,"",2018-08-13 19:33:57,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn Core,"","","",Developers,Accepted,"","",14305,Haikal Pribadi,Haikal Pribadi,"",h,High,Accepted,(Developer) Haikal Pribadi,None,False,False,1,Feature
17433,Request,19869,KGMS: bootup issues,"","","","","",0.0000,0.0000,2018-04-11 18:32:16,2018-08-13 19:59:59,"",2018-08-13 19:59:59,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn KGMS,"","","",Developers,Accepted,"","",14316,Haikal Pribadi,Haikal Pribadi,"",h,High,Accepted,"(Developer) Ganeshwara Hananda, (Developer) Marco Scoppetta",None,False,False,1,Issue
15900,Request,19937,Graql: relationship and role inheritance,"","","","","",0.0000,0.0000,2018-04-14 23:25:58,2018-08-13 19:35:53,"",2018-08-13 19:35:53,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn Core,"","","",Developers,Accepted,"","",14338,Haikal Pribadi,Haikal Pribadi,"",h,High,Accepted,(Developer) Haikal Pribadi,None,False,False,1,Feature
18754,Request,20105,Docs: rewrite,"",2018-05-21 15:24:07,"","","",0.0000,0.0000,2018-05-21 15:23:56,2018-08-12 23:45:35,2018-06-24 14:06:32,2018-06-24 14:06:35,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Documentation,"","","",Developers,In Progress,Ganeshwara Hananda,"",14453,Haikal Pribadi,Haikal Pribadi,"",h,High,In Progress,(Developer) Haikal Pribadi,None,True,False,1,Feature
17433,Request,20544,KGMS: Automate GCP user support sign-up,"Why:
It benefits the development team - we don't have to send emails around and chase people using the cloud.
At the moment we have no way of verifying who is using the cloud and therefore who is eligible for support and by automating the sign up this problem will be solved.
It also benefits the user - they can be registered to the platform with 0 effort.
How:
Implement new signup page for enterprise users on Grakn website and integrate with Google APIs https://cloud.google.com/marketplace/docs/partners/support-integration
After the user signs up on Grakn website, automatically create an associated TP user.
",2018-06-08 12:31:12,"","","",0.0000,3.0000,2018-06-08 12:31:12,2018-09-06 16:06:03,"",2018-08-13 22:45:49,3.0000,0.0000,3.0000,(Developer) 3.0000,0.0000,Grakn KGMS,"","","",Developers,In Progress,"","",14516,Ganeshwara Hananda,Kasper Piskorski,"",h,High,In Progress,(Developer) Marco Scoppetta,None,False,False,1,Feature
15900,Request,20283,Benchmarking 1.0,"Why:
We don't have the framework for measuring Grakn performance. Therefore, most of the discussion about optimisation revolves around assumptions.
How:
Develop a measurement framework in the form of a benchmarking system - a basic system to record and manage data representing the following pionts, and display this data in a usable format.
1. the execution time of queries from start to finish at different knowledgebase sizes
2. the run time of each component in Grakn when a query is being performed
",2018-07-02 16:05:47,"","","",0.0000,0.0000,2018-07-02 16:05:47,2018-09-10 15:30:26,"",2018-08-13 00:56:32,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn Core,"","","",Developers,In Progress,"","",14602,Joshua Send,James Fletcher,"",h,High,In Progress,(Developer) Joshua Send,None,False,False,1,Feature
15900,Request,20391,Engine: correctness guarantee of transaction and Concept Id,"Why:
We need to be able to answer questions such as ""Is Grakn ACID-compliant?"" confidently. The confidence is achieved by documenting the correctness guarantee that Grakn promise to the user.
How:
Grakn queries are converted into JanusGraph's Gremlin queries, which then got converted into Cassandra queries. Therefore, by documenting a mapping between a Grakn query -> JanusGraph query -> Cassandra query, we'll be able to reason about the correctness guarantee.
The work will be divided into:
- Map tx.open and tx.commit operations from Grakn to Janus and Cassandra (Completed)
- Map the tx.graql().match(var(""x"").isa(""person"")).execute() at Grakn transaction, Janus, and Cassandra Level (In-Progress)
- Concept Id: Investigate the probability of ID collision in the cluster scenario (In-Progress)
Resulting document: https://docs.google.com/document/d/1OT2f3Cr7Tq01rA-U7CkpQgwu14am6THAFuk5i_50J14/edit
",2018-07-19 16:14:00,"","","",0.0000,0.0000,2018-07-19 16:13:35,2018-09-07 16:30:03,2018-07-23 15:06:32,2018-09-07 16:17:09,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn Core,"","","",Developers,In Progress,Jyothish Soman,"",14694,Ganeshwara Hananda,Ganeshwara Hananda,"",h,High,In Progress,(Developer) Jyothish Soman,None,True,False,1,Feature
17433,Request,20504,KGMS: upgrade to Grakn Core 1.4 and enable Workbase,"Why:
We are still at KGMS 1.2 (which relies on Grakn Core 1.2)
How:
Refactor and build KGMS 1.4 based on Grakn Core 1.4
",2018-08-08 18:40:08,"","","",0.0000,0.0000,2018-08-08 18:40:08,2018-09-06 16:01:43,"",2018-08-13 00:56:33,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn KGMS,"","","",Developers,In Progress,"","",14794,Ganeshwara Hananda,Marco Scoppetta,"",h,High,In Progress,(Developer) Marco Scoppetta,None,False,False,1,Feature
13776,Request,20513,Workbase: automated build and deployment,"Have CI workflow that allows us to automatically package workbase for Linux and Mac and create a github draft release that contains grakn && workbase distribution packages(zip, dmg, tar)
",2018-08-10 13:34:37,"","","",0.0000,0.0000,2018-08-10 13:34:37,2018-08-16 17:02:34,"",2018-08-13 00:56:33,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Workbase,"","","",Developers,In Progress,"","",14802,Marco Scoppetta,Marco Scoppetta,"",h,High,In Progress,(Developer) Marco Scoppetta,None,False,False,1,Feature
15900,Request,20535,Graql: 1.3 performance optimisation,"","","","","",0.0000,0.0000,2018-08-13 21:17:07,2018-08-21 12:57:03,"",2018-08-13 21:17:07,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn Core,"","","",Developers,In Progress,"","",14818,Haikal Pribadi,Haikal Pribadi,"",h,High,In Progress,"(Developer) Kasper Piskorski, (Developer) Joshua Send",None,False,False,1,Feature
15900,Request,20538,Engine: rewrite,"This requirement is an umbrella requirement for:
1. Simplification of codebase
2. Removal of unneeded / dead code
Specific goals:
1. Remove migration
2. Remove REST API
3. Merge with grakn-bootup
4. Merge with grakn-kb
5. Merge with grakn-factory
","","","","",0.0000,0.0000,2018-08-13 21:45:56,2018-08-27 17:38:12,"",2018-08-13 21:45:56,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn Core,"","","",Developers,In Progress,"","",14821,Haikal Pribadi,Haikal Pribadi,"",h,High,In Progress,(Developer) Haikal Pribadi,None,False,False,1,Feature
17433,Request,20543,KGMS: 1.2 orchestration improvements,"","","","","",0.0000,0.0000,2018-08-13 22:42:17,2018-09-05 10:09:15,2018-09-04 21:45:09,2018-08-13 22:42:17,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn KGMS,"","","",Developers,In Progress,Ganeshwara Hananda,"",14823,Kasper Piskorski,Haikal Pribadi,"",h,High,In Progress,(Developer) Kasper Piskorski,None,True,False,1,Feature
15900,Request,20547,Tests: rearchitect and rebuild,"","","","","",0.0000,0.0000,2018-08-14 01:21:32,2018-08-14 01:21:42,"",2018-08-14 01:21:32,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn Core,"","","",Developers,In Progress,"","",14824,Haikal Pribadi,Haikal Pribadi,"",h,High,In Progress,(Developer) Haikal Pribadi,None,False,False,1,Feature
15900,Request,20566,Graql: query caching per transaction,"",2018-08-14 20:19:09,"","","",0.0000,0.0000,2018-08-14 20:09:25,2018-08-14 20:21:03,2018-08-14 20:19:09,2018-08-14 20:20:15,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn Core,"","","",Developers,In Progress,Haikal Pribadi,merged,14832,Haikal Pribadi,Haikal Pribadi,"",h,High,In Progress,(Developer) Kasper Piskorski,None,True,False,2,Feature
15900,Request,20567,Graql: multithreaded reasoning,"Self explanatory, we want to either
use multithreaded transaction or
use multiple transactions
to split the work required for resolution traversal.
","","","","",0.0000,0.0000,2018-08-14 20:15:48,2018-08-21 16:51:30,"",2018-08-21 16:51:30,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn Core,"","","",Developers,Accepted,"","",14833,Haikal Pribadi,Haikal Pribadi,"",h,High,Accepted,(Developer) Kasper Piskorski,None,False,False,1,Feature
13776,Request,20622,Workbase: new visualiser UI,"Why:
The previous UI for Workbase was a prototype and the new UI is for the release of Workbase.
How:
Create new UI components:
Top bar: contains graql editor, keypace selection, List favourite queries, list types, run query, refresh graph
Right bar: Concept info, Settings
Left bar: Commands and shortcuts
Bottom bar: Console, grid view
Canvas: Update node view
","","","","",0.0000,0.0000,2018-08-21 11:22:36,2018-09-10 12:06:40,"",2018-08-21 11:22:36,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Workbase,"","","",Developers,In Progress,"","",14872,Syed Irtaza Raza,Haikal Pribadi,"",h,High,In Progress,(Developer) Syed Irtaza Raza,None,False,False,1,Feature
13776,Request,20623,Workbase: basic schema designer with client-nodejs 1.4,"Why:
Schema Designer prototype uses client-nodejs 1.3 and is not compatible with client-nodejs version 1.4.
How:
By updating the source code for Schema designer to work with the client-nodejs 1.4.
","","","","",0.0000,0.0000,2018-08-21 11:27:25,2018-09-10 12:12:17,"",2018-08-21 11:27:25,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Workbase,"","","",Developers,In Progress,"","",14873,Syed Irtaza Raza,Haikal Pribadi,"",h,High,In Progress,(Developer) Syed Irtaza Raza,None,False,False,1,Feature
13776,Request,20625,Workbase: new schema designer UI,"Why:
Current UI for Schema Designer is out of date and does not follow the UI design for Workbase - Visualiser.
How:
Iterate on the design for Schema Designer and impliment it.
","","","","",0.0000,0.0000,2018-08-21 11:35:31,2018-09-10 12:10:34,"",2018-08-21 11:35:31,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Workbase,"","","",Developers,In Progress,"","",14875,Syed Irtaza Raza,Haikal Pribadi,"",h,High,In Progress,(Developer) Syed Irtaza Raza,None,False,False,1,Feature
7469,Request,20626,CR: Auto deployment of release distributions,"Why:
Make the release process of Grakn Core, Workbase, and the client libraries less error prone by minimising the involved manual efforts.
How:
Added CircleCI deployment workflow that gets triggered when you tag a commit. It will create a GitHub draft release containing the following:
- Grakn Core zip
- Workbase Linux distribution
- Workbase Mac Dist (TODO: needs code signature)
Once we have a commit that is Release Candidate, one of the Grakn admin needs to push to master the commit with a new tag attached to it.
","","","","",0.0000,0.0000,2018-08-21 12:49:06,2018-09-06 16:03:07,"",2018-08-21 12:49:06,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Continuous Delivery,"","","",Developers,In Progress,"","",14876,Ganeshwara Hananda,Haikal Pribadi,"",h,High,In Progress,(Developer) Marco Scoppetta,None,False,False,1,Feature
15900,Request,20627,Engine: improve the efficiency of Grakn's query planner,"Why:
UST reported that the following queries are slow:
- https://work.grakn.ai/entity/20575-shared-attribute-query-slow
- https://work.grakn.ai/entity/20576-combined-relation-multiple-attribute-query-slow
How:
- Provide an instance count per type (ie, a `Map<Label, Integer>`). This instance count will be used by the query planner to start from a type which has the least amount of instance.
- Provide an implicit relationship count per type. (ie., `Map<ImplicitRelationshipType, Integer>`)
- The query planner should do greedy search with lookahead
Additionally, in the single node scenario, it will be easy. You'll just have to store a count which can be incremented when a new concept is inserted. However, in a cluster, insertion can happen across different nodes and the count needs to be propagated between one node to another.
","","","","",0.0000,0.0000,2018-08-21 12:50:25,2018-09-11 19:24:58,2018-09-11 19:06:21,2018-08-21 12:50:25,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn Core,"","","",Developers,In Progress,Ganeshwara Hananda,"",14877,Ganeshwara Hananda,Haikal Pribadi,"",h,High,In Progress,"(Developer) Ganeshwara Hananda, (Developer) Kasper Piskorski, (Developer) Joshua Send",None,True,False,1,Feature
15900,Request,20628,Architecture: redefine architecture,"","","","","",0.0000,0.0000,2018-08-21 14:44:44,2018-08-27 17:00:20,"",2018-08-21 14:44:44,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn Core,"","","",Developers,In Progress,"","",14878,Haikal Pribadi,Haikal Pribadi,"",h,High,In Progress,(Developer) Haikal Pribadi,None,False,False,1,Feature
15900,Request,20631,Graql: Negation,"define negation operator on VarPattern
decompose query to Negation Normal Form
calculate the answers to the query via set complement/difference akin to Negation-As-Failure
Profit!
","","","","",0.0000,0.0000,2018-08-21 17:53:05,2018-09-11 21:05:43,2018-09-11 21:06:38,2018-08-21 17:53:05,0.0000,0.0000,0.0000,(Developer) 0.0000,0.0000,Grakn Core,"","","",Developers,In Progress,Kasper Piskorski,"",14879,Kasper Piskorski,Haikal Pribadi,"",h,High,In Progress,(Developer) Kasper Piskorski,None,True,False,2,Feature
